consumer name = Second Consumer, offset = 6352, key = null, value = 974hello, partition number = 1
consumer name = Second Consumer, offset = 6353, key = null, value = 976hello, partition number = 1
consumer name = Second Consumer, offset = 6354, key = null, value = 978hello, partition number = 1
consumer name = Second Consumer, offset = 6355, key = null, value = 980hello, partition number = 1
consumer name = Second Consumer, offset = 6356, key = null, value = 982hello, partition number = 1
consumer name = Second Consumer, offset = 6357, key = null, value = 984hello, partition number = 1
consumer name = Second Consumer, offset = 6358, key = null, value = 986hello, partition number = 1
consumer name = Second Consumer, offset = 6359, key = null, value = 988hello, partition number = 1
consumer name = Second Consumer, offset = 6360, key = null, value = 990hello, partition number = 1
consumer name = Second Consumer, offset = 6361, key = null, value = 992hello, partition number = 1
consumer name = Second Consumer, offset = 6362, key = null, value = 994hello, partition number = 1
consumer name = Second Consumer, offset = 6363, key = null, value = 996hello, partition number = 1
consumer name = Second Consumer, offset = 6364, key = null, value = 998hello, partition number = 1
consumer name = Second Consumer, offset = 6365, key = null, value = 1000hello, partition number = 1
